CM059148.1	Trypanosoma cruzi	Trypanosoma cruzi isolate M05 mitochondrion, complete sequence, whole genome shotgun sequence
KC346431.1	Canis lupus familiaris	Canis lupus familiaris isolate NGSD2 cytochrome c oxidase subunit II (COX2) gene, partial cds; tRNA-Lys gene, complete sequence; ATP synthase F0 subunit 8 (ATP8) gene, complete cds; and ATP synthase F0 subunit 6 (ATP6) gene, partial cds; mitochondrial
KC346430.1	Canis lupus familiaris	Canis lupus familiaris isolate Southeastern16 cytochrome c oxidase subunit II (COX2) gene, partial cds; tRNA-Lys gene, complete sequence; ATP synthase F0 subunit 8 (ATP8) gene, complete cds; and ATP synthase F0 subunit 6 (ATP6) gene, partial cds; mitochondrial
KC346429.1	Canis lupus familiaris	Canis lupus familiaris isolate Northwestern10 cytochrome c oxidase subunit II (COX2) gene, partial cds; tRNA-Lys gene, complete sequence; ATP synthase F0 subunit 8 (ATP8) gene, complete cds; and ATP synthase F0 subunit 6 (ATP6) gene, partial cds; mitochondrial
KC346428.1	Canis lupus familiaris	Canis lupus familiaris isolate Northwestern15 cytochrome c oxidase subunit II (COX2) gene, partial cds; tRNA-Lys gene, complete sequence; ATP synthase F0 subunit 8 (ATP8) gene, complete cds; and ATP synthase F0 subunit 6 (ATP6) gene, partial cds; mitochondrial
KC346427.1	Canis lupus familiaris	Canis lupus familiaris isolate Southeastern7 cytochrome c oxidase subunit II (COX2) gene, partial cds; tRNA-Lys gene, complete sequence; ATP synthase F0 subunit 8 (ATP8) gene, complete cds; and ATP synthase F0 subunit 6 (ATP6) gene, partial cds; mitochondrial
KC346426.1	Canis lupus familiaris	Canis lupus familiaris isolate Northwestern20 NADH dehydrogenase subunit 6 (ND6) gene, partial cds; tRNA-Gly gene, complete sequence; and cytochrome b (CYTB) gene, partial cds; mitochondrial
KC346425.1	Canis lupus familiaris	Canis lupus familiaris isolate Northwestern6 NADH dehydrogenase subunit 6 (ND6) gene, partial cds; tRNA-Gly gene, complete sequence; and cytochrome b (CYTB) gene, partial cds; mitochondrial
KC346424.1	Canis lupus familiaris	Canis lupus familiaris isolate Northwestern18 NADH dehydrogenase subunit 6 (ND6) gene, partial cds; tRNA-Gly gene, complete sequence; and cytochrome b (CYTB) gene, partial cds; mitochondrial
KC346423.1	Canis lupus familiaris	Canis lupus familiaris isolate Northwestern4 NADH dehydrogenase subunit 6 (ND6) gene, partial cds; tRNA-Gly gene, complete sequence; and cytochrome b (CYTB) gene, partial cds; mitochondrial
KC346422.1	Canis lupus familiaris	Canis lupus familiaris isolate Southeastern14 NADH dehydrogenase subunit 6 (ND6) gene, partial cds; tRNA-Gly gene, complete sequence; and cytochrome b (CYTB) gene, partial cds; mitochondrial
KC346421.1	Canis lupus familiaris	Canis lupus familiaris isolate Northwestern7 NADH dehydrogenase subunit 6 (ND6) gene, partial cds; tRNA-Gly gene, complete sequence; and cytochrome b (CYTB) gene, partial cds; mitochondrial
KC346420.1	Canis lupus familiaris	Canis lupus familiaris isolate Southeastern5 NADH dehydrogenase subunit 6 (ND6) gene, partial cds; tRNA-Gly gene, complete sequence; and cytochrome b (CYTB) gene, partial cds; mitochondrial
KC346419.1	Canis lupus familiaris	Canis lupus familiaris isolate Northwestern16 NADH dehydrogenase subunit 6 (ND6) gene, partial cds; tRNA-Gly gene, complete sequence; and cytochrome b (CYTB) gene, partial cds; mitochondrial
KC346418.1	Canis lupus familiaris	Canis lupus familiaris isolate Northwestern13 NADH dehydrogenase subunit 6 (ND6) gene, partial cds; tRNA-Gly gene, complete sequence; and cytochrome b (CYTB) gene, partial cds; mitochondrial
KC346417.1	Canis lupus familiaris	Canis lupus familiaris isolate Northwestern5 NADH dehydrogenase subunit 6 (ND6) gene, partial cds; tRNA-Gly gene, complete sequence; and cytochrome b (CYTB) gene, partial cds; mitochondrial
KC346416.1	Canis lupus familiaris	Canis lupus familiaris isolate Northwestern17 NADH dehydrogenase subunit 6 (ND6) gene, partial cds; tRNA-Gly gene, complete sequence; and cytochrome b (CYTB) gene, partial cds; mitochondrial
KC346415.1	Canis lupus familiaris	Canis lupus familiaris isolate Northwestern19 NADH dehydrogenase subunit 6 (ND6) gene, partial cds; tRNA-Gly gene, complete sequence; and cytochrome b (CYTB) gene, partial cds; mitochondrial
KC346414.1	Canis lupus familiaris	Canis lupus familiaris isolate NGSD2 NADH dehydrogenase subunit 6 (ND6) gene, partial cds; tRNA-Gly gene, complete sequence; and cytochrome b (CYTB) gene, partial cds; mitochondrial
KC346413.1	Canis lupus familiaris	Canis lupus familiaris isolate Southeastern16 NADH dehydrogenase subunit 6 (ND6) gene, partial cds; tRNA-Gly gene, complete sequence; and cytochrome b (CYTB) gene, partial cds; mitochondrial
KC346412.1	Canis lupus familiaris	Canis lupus familiaris isolate Northwestern10 NADH dehydrogenase subunit 6 (ND6) gene, partial cds; tRNA-Gly gene, complete sequence; and cytochrome b (CYTB) gene, partial cds; mitochondrial
KC346411.1	Canis lupus familiaris	Canis lupus familiaris isolate Northwestern15 NADH dehydrogenase subunit 6 (ND6) gene, partial cds; tRNA-Gly gene, complete sequence; and cytochrome b (CYTB) gene, partial cds; mitochondrial
KC346410.1	Canis lupus familiaris	Canis lupus familiaris isolate Southeastern7 NADH dehydrogenase subunit 6 (ND6) gene, partial cds; tRNA-Gly gene, complete sequence; and cytochrome b (CYTB) gene, partial cds; mitochondrial
KM061594.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_ws9 mitochondrion, complete genome
KM061593.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_ws8 mitochondrion, complete genome
KM061592.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_ws7 mitochondrion, complete genome
KM061591.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_ws6 mitochondrion, complete genome
KM061590.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_ws5 mitochondrion, complete genome
KM061589.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_ws4 mitochondrion, complete genome
KM061588.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_ws3 mitochondrion, complete genome
KM061587.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_ws2 mitochondrion, complete genome
KM061586.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_ws11 mitochondrion, complete genome
KM061585.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_ws1 mitochondrion, complete genome
KM061584.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_uno mitochondrion, complete genome
KM061583.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_u6 mitochondrion, complete genome
KM061582.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_u4 mitochondrion, complete genome
KM061581.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_u16 mitochondrion, complete genome
KM061580.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_u14 mitochondrion, complete genome
KM061579.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_u11 mitochondrion, complete genome
KM061578.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_tdz6 mitochondrion, complete genome
KM061577.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_tdz5 mitochondrion, complete genome
KM061576.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_tdz20 mitochondrion, complete genome
KM061575.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_tdz19 mitochondrion, complete genome
KM061574.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_tdz18 mitochondrion, complete genome
KM061573.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_tdz16 mitochondrion, complete genome
KM061572.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_tdz15 mitochondrion, complete genome
KM061571.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_tdz14 mitochondrion, complete genome
KM061570.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_tdz13 mitochondrion, complete genome
KM061569.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_tdz12 mitochondrion, complete genome
KM061568.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_tdz11 mitochondrion, complete genome
KM061567.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_stp86 mitochondrion, complete genome
KM061566.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_stp83 mitochondrion, complete genome
KM061565.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_stp82 mitochondrion, complete genome
KM061564.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_stp81 mitochondrion, complete genome
KM061563.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_stp79 mitochondrion, complete genome
KM061562.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_stp77 mitochondrion, complete genome
KM061561.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_stp75 mitochondrion, complete genome
KM061560.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_stp69 mitochondrion, complete genome
KM061559.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_stp65 mitochondrion, complete genome
KM061558.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_stp64 mitochondrion, complete genome
KM061557.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_stp63 mitochondrion, complete genome
KM061556.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_stp62 mitochondrion, complete genome
KM061555.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_s8 mitochondrion, complete genome
KM061554.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_s7 mitochondrion, complete genome
KM061553.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_s5 mitochondrion, complete genome
KM061552.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_s3 mitochondrion, complete genome
KM061551.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_s12 mitochondrion, complete genome
KM061550.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_R88 mitochondrion, complete genome
KM061549.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_psy4 mitochondrion, complete genome
KM061548.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_psy2 mitochondrion, complete genome
KM061547.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_psy1 mitochondrion, complete genome
KM061546.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_pl96 mitochondrion, complete genome
KM061545.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_pl88 mitochondrion, complete genome
KM061544.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_pl8 mitochondrion, complete genome
KM061543.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_pl70 mitochondrion, complete genome
KM061542.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_pl69 mitochondrion, complete genome
KM061541.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_pl61 mitochondrion, complete genome
KM061540.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_pl6 mitochondrion, complete genome
KM061539.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_pl57 mitochondrion, complete genome
KM061538.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_pl54 mitochondrion, complete genome
KM061537.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_pl50 mitochondrion, complete genome
KM061536.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_pl49 mitochondrion, complete genome
KM061535.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_pl44 mitochondrion, complete genome
KM061534.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_pl43 mitochondrion, complete genome
KM061533.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_pl32 mitochondrion, complete genome
KM061532.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_pl25 mitochondrion, complete genome
KM061531.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_pl19 mitochondrion, complete genome
KM061530.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_pl16 mitochondrion, complete genome
KM061529.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_nk9 mitochondrion, complete genome
KM061528.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_nk8 mitochondrion, complete genome
KM061527.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_nk7 mitochondrion, complete genome
KM061526.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_nk6 mitochondrion, complete genome
KM061525.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_nk5 mitochondrion, complete genome
KM061524.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_nk4 mitochondrion, complete genome
KM061523.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_nk3 mitochondrion, complete genome
KM061522.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_nk23 mitochondrion, complete genome
KM061521.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_nk21 mitochondrion, complete genome
KM061520.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_nk20 mitochondrion, complete genome
KM061519.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_nk2 mitochondrion, complete genome
KM061518.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_nk17 mitochondrion, complete genome
KM061517.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_nk16 mitochondrion, complete genome
KM061516.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_nk15 mitochondrion, complete genome
KM061515.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_nk14 mitochondrion, complete genome
KM061514.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_nk12 mitochondrion, complete genome
KM061513.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_nk11 mitochondrion, complete genome
KM061512.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_nk10 mitochondrion, complete genome
KM061511.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_nk1 mitochondrion, complete genome
KM061510.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_L57 mitochondrion, complete genome
KM061509.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_L56 mitochondrion, complete genome
KM061508.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_L55 mitochondrion, complete genome
KM061507.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_L53 mitochondrion, complete genome
KM061506.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_L51 mitochondrion, complete genome
KM061505.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_L50 mitochondrion, complete genome
KM061504.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_L49 mitochondrion, complete genome
KM061503.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_L47 mitochondrion, complete genome
KM061502.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_L46 mitochondrion, complete genome
KM061501.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_L44 mitochondrion, complete genome
KM061500.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_L41 mitochondrion, complete genome
KM061499.1	Canis lupus familiaris	Canis lupus familiaris isolate Kos_9 mitochondrion, complete genome
KM061498.1	Canis lupus familiaris	Canis lupus familiaris isolate Kos_8 mitochondrion, complete genome
KM061497.1	Canis lupus familiaris	Canis lupus familiaris isolate Kos_7 mitochondrion, complete genome
KM061496.1	Canis lupus familiaris	Canis lupus familiaris isolate Kos_6 mitochondrion, complete genome
KM061495.1	Canis lupus familiaris	Canis lupus familiaris isolate Kos_5 mitochondrion, complete genome
KM061494.1	Canis lupus familiaris	Canis lupus familiaris isolate Kos_4 mitochondrion, complete genome
KM061493.1	Canis lupus familiaris	Canis lupus familiaris isolate Kos_3 mitochondrion, complete genome
KM061492.1	Canis lupus familiaris	Canis lupus familiaris isolate Kos_2 mitochondrion, complete genome
KM061491.1	Canis lupus familiaris	Canis lupus familiaris isolate Kos_10 mitochondrion, complete genome
KM061490.1	Canis lupus familiaris	Canis lupus familiaris isolate Kos_1 mitochondrion, complete genome
KM061489.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_jam9 mitochondrion, complete genome
KM061488.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_jam8 mitochondrion, complete genome
KM061487.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_jam7 mitochondrion, complete genome
KM061486.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_jam6 mitochondrion, complete genome
KM061485.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_jam5 mitochondrion, complete genome
KM061484.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_jam4 mitochondrion, complete genome
KM061483.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_jam2 mitochondrion, complete genome
KM061482.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_jam10 mitochondrion, complete genome
KM061481.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_jam1 mitochondrion, complete genome
KM061480.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_cau9 mitochondrion, complete genome
KM061479.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_cau6 mitochondrion, complete genome
KM061478.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_cau4 mitochondrion, complete genome
KM061477.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_cau3 mitochondrion, complete genome
KM061476.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_cau2 mitochondrion, complete genome
KM061475.1	Canis lupus familiaris	Canis lupus familiaris isolate Cf_cau1 mitochondrion, complete genome
CM003133.1	Sarcoptes scabiei	Sarcoptes scabiei type canis isolate Arlian Lab mitochondrion, complete sequence, whole genome shotgun sequence
KJ139388.1	Canis lupus familiaris	Canis lupus familiaris isolate 1695_CAL1 mitochondrion, complete genome
KJ139387.1	Canis lupus familiaris	Canis lupus familiaris isolate 1676_GTAR4 mitochondrion, complete genome
KJ139386.1	Canis lupus familiaris	Canis lupus familiaris isolate 1662_TAR3 mitochondrion, complete genome
KJ139385.1	Canis lupus familiaris	Canis lupus familiaris isolate 1646_TAR5 mitochondrion, complete genome
KJ139384.1	Canis lupus familiaris	Canis lupus familiaris isolate 1643_TAR3 mitochondrion, complete genome
AB499817.1	Canis lupus familiaris	Canis lupus familiaris mitochondrial DNA, complete genome, haplotype: Husky102
AB499816.1	Canis lupus familiaris	Canis lupus familiaris mitochondrial DNA, complete genome, haplotype: Kisyu25
KM113774.1	Canis lupus familiaris	Canis lupus familiaris mitochondrion, complete genome
KJ789955.1	Canis lupus familiaris	Canis lupus familiaris mitochondrion, complete genome
KJ522809.1	Canis lupus familiaris	Canis lupus familiaris mitochondrion, complete genome
KJ472767.1	Canis lupus familiaris	Canis lupus familiaris mitochondrion, complete genome
KF926378.1	Canis lupus familiaris	Canis lupus familiaris mitochondrion, complete genome
KF907309.1	Canis lupus familiaris	Canis lupus familiaris mitochondrion, complete genome
KF907307.1	Canis lupus familiaris	Canis lupus familiaris mitochondrion, complete genome
KF857179.1	Canis lupus	Canis lupus mitochondrion, complete genome
KF661094.1	Canis lupus familiaris	Canis lupus familiaris isolate Germany 12,500 mitochondrion, partial genome
KF661093.1	Canis lupus familiaris	Canis lupus familiaris isolate Germany 14,700 mitochondrion, partial genome
KF661086.1	Canis lupus familiaris	Canis lupus familiaris isolate USA 1,000 mitochondrion, partial genome
KF661084.1	Canis lupus familiaris	Canis lupus familiaris isolate Argentina 1,000 mitochondrion, partial genome
KF661083.1	Canis lupus familiaris	Canis lupus familiaris isolate USA 8,500 mitochondrion, partial genome
KF661082.1	Canis lupus familiaris	Canis lupus familiaris isolate Russia 15,000 mitochondrion, partial genome
KF661037.1	Canis lupus familiaris	Canis lupus familiaris isolate Dingo mitochondrion, partial genome
KF661036.1	Canis lupus familiaris	Canis lupus familiaris isolate Basenji mitochondrion, partial genome
JX088693.1	Canis lupus familiaris	Canis lupus familiaris isolate SimpsonDesert5 mitochondrion, complete genome
JX088692.1	Canis lupus familiaris	Canis lupus familiaris isolate Alpine2 mitochondrion, complete genome
JX088691.1	Canis lupus familiaris	Canis lupus familiaris isolate Kimberley2 mitochondrion, complete genome
JX088690.1	Canis lupus familiaris	Canis lupus familiaris isolate Bali Dog mitochondrion, complete genome
JX088689.1	Canis lupus familiaris	Canis lupus familiaris isolate Kalimantan Dog mitochondrion, complete genome
JX088688.1	Canis lupus familiaris	Canis lupus familiaris isolate Alpine1 mitochondrion, complete genome
JX088687.1	Canis lupus familiaris	Canis lupus familiaris isolate GibsonDesert4 mitochondrion, complete genome
JX088686.1	Canis lupus familiaris	Canis lupus familiaris isolate SimpsonDesert4 mitochondrion, complete genome
JX088685.1	Canis lupus familiaris	Canis lupus familiaris isolate GibsonDeser1 mitochondrion, complete genome
JX088684.1	Canis lupus familiaris	Canis lupus familiaris isolate Kimberley5 mitochondrion, complete genome
JX088683.1	Canis lupus familiaris	Canis lupus familiaris isolate Kimberley1 mitochondrion, complete genome
JX088682.1	Canis lupus familiaris	Canis lupus familiaris isolate Kimberley4 mitochondrion, complete genome
JX088681.1	Canis lupus familiaris	Canis lupus familiaris isolate Kimberley3 mitochondrion, complete genome
JX088680.1	Canis lupus familiaris	Canis lupus familiaris isolate Alpine4 mitochondrion, complete genome
JX088679.1	Canis lupus familiaris	Canis lupus familiaris isolate Alpine5 mitochondrion, complete genome
JX088678.1	Canis lupus familiaris	Canis lupus familiaris isolate SimpsonDesert3 mitochondrion, complete genome
JX088677.1	Canis lupus familiaris	Canis lupus familiaris isolate SimpsonDesert1 mitochondrion, complete genome
JX088676.1	Canis lupus familiaris	Canis lupus familiaris isolate FraserIsland mitochondrion, complete genome
JX088675.1	Canis lupus familiaris	Canis lupus familiaris isolate GibsonDesert2 mitochondrion, complete genome
JX088673.1	Canis lupus familiaris	Canis lupus familiaris isolate GibsonDesert3 mitochondrion, complete genome
JX088672.1	Canis lupus familiaris	Canis lupus familiaris isolate GibsonDesert5 mitochondrion, complete genome
JX088671.1	Canis lupus familiaris	Canis lupus familiaris isolate SimpsonDesert2 mitochondrion, complete genome
